Route - ID, Order Number, Driver 1 - ID, Driver 1 - First Name, Driver 1 - Last Name, Service Location - ID, Service Location - Description, Service Location - Address Line 1, Service Location - City, Service Location - Postal Code, Service Location - State, Service Location - Contact - First Name, Service Location - County, Latitude, Longitude, Session Date, Begin Date, Taken By, Pickup Quantities - Taps, Pickup Quantities - J&L Taps, Stop - Arrival Time, Stop - Departure Time, Special Instructions, Pickup Quantities - WWH Taps
T063-10_C0004,14069_C0004_2020-02-28,C0004,Gabriel,Carillo SB,3689,The Palms (Los Gatos/N Santa Cruz),115 N Santa Cruz Ave,Los Gatos,95030,CA,CA04,South Bay,37224927,-121982863,2020-02-20,2019-04-12,,2,0,2020-02-28 11:13:58,2020-02-28 11:54:58,,0
T063-10_C0004,5704445_C0004_2020-02-28,C0004,Gabriel,Carillo SB,1117217,The Grill (San Jose/S Market),172 S Market St,San Jose,95113,CA,CA01,South Bay,37334140,-121889540,2020-02-20,2020-02-28,,2,0,2020-02-28 12:14:12,2020-02-28 12:59:32,,0
T063-10_C0004,13927_C0004_2020-02-28,C0004,Gabriel,Carillo SB,3548,No 1 Broadway (Los Gatos/S Santa Cruz Ave),102 S Santa Cruz Ave,Los Gatos,95030,CA,CA04,South Bay,37221323,-121984735,2020-02-20,2019-04-26,,2,0,2020-02-28 13:26:25,2020-02-28 13:54:25,4pm,0
T063-10_H0003,295129_H0003_2020-02-28,H0003,Brody,Hillman SB,13894,Octane (San Jose/Charcot Avenue),521 Charcot Avenue,San Jose,95131,CA,CA01,South Bay,37383810,-121913820,2020-02-20,2020-02-28,,2,0,2020-02-28 11:58:00,2020-02-28 12:43:00,Justin.stuyt@clubcorp.com,0
T064-01_M047,13234_M047_2020-03-02,M047,Reynan,Mendoza SB,2860,Hyatt House (Santa Clara/Rivermark),3915 Rivermark Pky,Santa Clara,95054,CA,CA04,South Bay,37395717,-121947872,2020-02-20,2019-11-11,,2,0,2020-03-02 05:00:00,2020-03-02 05:36:00,,0
T064-01_M047,3559166_M047_2020-03-02,M047,Reynan,Mendoza SB,3285,Marriott (Santa Clara/Mission College),2700 Mission College Blvd,Santa Clara,95054,CA,CA04,South Bay,37390470,-121973430,2020-02-20,2019-01-21,,2,0,2020-03-02 05:43:55,2020-03-02 06:43:55,,0
T064-01_M047,3559174_M047_2020-03-02,M047,Reynan,Mendoza SB,1024675,Lalla Grill (San Jose/River Oaks),55 River Oaks Place,San Jose,95134,CA,CA04,South Bay,37402097,-121940337,2020-02-20,2019-11-11,,2,0,2020-03-02 06:55:42,2020-03-02 08:05:42,7-7:30am with side door for access in the morning.,0
T064-01_M047,3559169_M047_2020-03-02,M047,Reynan,Mendoza SB,3872,Premier Pizza #2 (Santa Clara/Rivermark),3944 Rivermark Pky,Santa Clara,95054,CA,CA04,South Bay,37395663,-121948014,2020-02-20,2019-02-04,,2,0,2020-03-02 08:14:23,2020-03-02 08:41:23,,0
T064-01_M047,3559170_M047_2020-03-02,M047,Reynan,Mendoza SB,3955,Red Robin (Santa Clara/Rivermark),3906 Rivermark Pky,Santa Clara,95054,CA,CA04,South Bay,37395604,-121947906,2020-02-20,2019-02-04,,2,0,2020-03-02 08:46:25,2020-03-02 10:15:25,,0
T064-01_M047,3559171_M047_2020-03-02,M047,Reynan,Mendoza SB,3766,Piatti Restaurant (Santa Clara/Rivermark Pky),3905 Rivermark Pky,Santa Clara,95054,CA,CA04,South Bay,37395696,-121947835,2020-02-20,2019-02-04,,2,0,2020-03-02 10:20:25,2020-03-02 10:50:25,,0
T064-01_M047,3559172_M047_2020-03-02,M047,Reynan,Mendoza SB,3039,La Catalana (San Jose/N 1st),3720 N 1St St,San Jose,95134,CA,CA04,South Bay,37410230,-121945310,2020-02-20,2020-02-03,,2,0,2020-03-02 11:00:44,2020-03-02 11:21:44,"access after 8am, avoid lunch. business hours  Mon, Sat - 5pm",0
T064-01_M047,3559173_M047_2020-03-02,M047,Reynan,Mendoza SB,1015712,Inchins Bamboo Garden (San Jose/River Oaks),55 River Oaks Pl 70,San Jose,95134,CA,CA04,South Bay,37401659,-121940488,2020-02-20,2019-02-04,,2,0,2020-03-02 11:29:52,2020-03-02 11:43:52,,0
T064-02_M047,3571510_M047_2020-03-03,M047,Reynan,Mendoza SB,3735,Pedros Restaurant & Cantina (Santa Clara/Freedom Cir),3935 Freedom Cir,Santa Clara,95054,CA,CA04,South Bay,37384850,-121970830,2020-02-20,2019-02-05,,2,0,2020-03-03 08:08:00,2020-03-03 08:50:00,,0
T064-02_M047,3559167_M047_2020-03-03,M047,Reynan,Mendoza SB,2638,Freedom Hall and Gardens (Santa Clara/Freedom),3910 Freedom Cir,Santa Clara,95054,CA,CA04,South Bay,37388240,-121971790,2020-02-20,2020-02-18,,2,0,2020-03-03 08:55:43,2020-03-03 09:38:43,Tuesday only access 10:45a-2p Feb 29th last day of business,0
T064-02_M047,3571518_M047_2020-03-03,M047,Reynan,Mendoza SB,1051318,Puesto (Santa Clara/Augustine Dr),2752 Augustine Dr Ste 110,Santa Clara,95054,CA,CA04,South Bay,37382287,-121976696,2020-02-20,2019-02-05,,2,0,2020-03-03 09:46:57,2020-03-03 10:48:57,,0
T064-02_M047,3571520_M047_2020-03-03,M047,Reynan,Mendoza SB,1016758,II Fornaio (Santa Clara/Augustine),2752 Augustine Dr,Santa Clara,95054,CA,CA04,South Bay,37382287,-121976696,2020-02-20,2019-02-05,,2,0,2020-03-03 10:48:57,2020-03-03 11:22:57,,0
T064-02_M047,3571533_M047_2020-03-03,M047,Reynan,Mendoza SB,13426,AMC Mercado 20 (Santa Clara/Mission College),3111 Mission College Blvd,Santa Clara,95054,CA,CA04,South Bay,37389640,-121982840,2020-02-20,2019-02-05,,2,0,2020-03-03 11:31:39,2020-03-03 12:32:39,,0
T064-02_M047,3571535_M047_2020-03-03,M047,Reynan,Mendoza SB,2867,Iguanas (Santa Clara/Great American),4300 Great American Pkwy,Santa Clara,95054,CA,CA04,South Bay,37393300,-121977500,2020-02-20,2019-07-09,,2,0,2020-03-03 12:41:38,2020-03-03 13:05:38,,0
T064-02_M047,3571540_M047_2020-03-03,M047,Reynan,Mendoza SB,3810,Pizza My Heart (Santa Clara/Great America),4300 Great America Pkwy,Santa Clara,95054,CA,CA04,South Bay,37393300,-121977500,2020-02-20,2019-02-05,,2,0,2020-03-03 13:05:38,2020-03-03 13:25:38,,0
T064-02_M047,3571546_M047_2020-03-03,M047,Reynan,Mendoza SB,2509,Embassy Suites (Santa Clara/Lakeside),2885 Lakeside Dr,Santa Clara,95054,CA,CA04,South Bay,37383980,-121978370,2020-02-20,2019-02-05,,2,0,2020-03-03 13:32:56,2020-03-03 13:59:56,,0
T064-02_M047,3571550_M047_2020-03-03,M047,Reynan,Mendoza SB,3839,Plaza Suites (Santa Clara/Lakeside Dr),3100 Lakeside Dr,Santa Clara,95054,CA,CA04,South Bay,37386600,-121983230,2020-02-20,2019-02-05,,2,0,2020-03-03 14:05:40,2020-03-03 15:09:40,,0
T064-03_M047,3574428_M047_2020-03-04,M047,Reynan,Mendoza SB,2797,Hilton Santa Clara (Santa Clara/Great America),4949 Great America Pky,Santa Clara,95054,CA,CA04,South Bay,37402760,-121977050,2020-02-20,2019-01-23,,2,0,2020-03-04 06:39:00,2020-03-04 07:13:00,,0
T064-03_M047,3574764_M047_2020-03-04,M047,Reynan,Mendoza SB,4618,The Hyatt (Santa Clara/Great America Pky),5101 Great America Pky,Santa Clara,95054,CA,CA04,South Bay,37405000,-121975880,2020-02-20,2019-01-23,,2,0,2020-03-04 07:19:15,2020-03-04 08:51:15,,0
T064-03_M047,5276394_M047_2020-03-04,M047,Reynan,Mendoza SB,1111191,Yellow Chilli (Santa Clara/Monroe),3555 Monroe St Ste 80,Santa Clara,95051,CA,CA04,South Bay,37367014,-121994871,2020-02-20,2019-12-25,,2,0,2020-03-04 09:01:20,2020-03-04 09:39:20,,0
T064-03_M047,12248_M047_2020-03-04,M047,Reynan,Mendoza SB,1881,Bogarts Lounge & Tech Pub (Sunnyvale/Wildwood),1209 Wildwood Ave,Sunnyvale,94089,CA,CA04,South Bay,37391705,-121994422,2020-02-20,2019-01-23,,2,0,2020-03-04 09:49:17,2020-03-04 10:40:17,Access 9-10am,0
T064-03_M047,3579472_M047_2020-03-04,M047,Reynan,Mendoza SB,3333,Malaya (Santa Clara/Mission College),3149 Mission College Blvd,Santa Clara,95054,CA,CA04,South Bay,37389400,-121983910,2020-02-20,2019-01-23,,2,0,2020-03-04 10:47:05,2020-03-04 11:18:05,,0
T064-03_M047,15077_M047_2020-03-04,M047,Reynan,Mendoza SB,4693,Tomatina (Santa Clara/Mission College),3127 Mission College Blvd,Santa Clara,95054,CA,CA04,South Bay,37388470,-121983820,2020-02-20,2019-12-11,,2,0,2020-03-04 11:23:24,2020-03-04 12:01:24,,0
T064-03_M047,126771_M047_2020-03-04,M047,Reynan,Mendoza SB,8042,Myzen Ramen (Sunnyvale/Lawrence Expy),520 Lawrence Expy 304,Sunnyvale,94085,CA,CA04,South Bay,37383080,-121995200,2020-02-20,2019-12-11,,2,0,2020-03-04 12:12:34,2020-03-04 12:23:34,,0
T064-03_M047,3579487_M047_2020-03-04,M047,Reynan,Mendoza SB,3972,Residence Inn (Sunnyvale/Lakeway),750 Lakeway Dr,Sunnyvale,94085,CA,CA04,South Bay,37387970,-121987920,2020-02-20,2019-01-23,,2,0,2020-03-04 12:30:02,2020-03-04 12:43:02,,0
T064-03_M047,14356_M047_2020-03-04,M047,Reynan,Mendoza SB,3974,Residence Inn #2 (Sunnyvale/Stewart),1080 Stewart Dr,Sunnyvale,94085,CA,CA04,South Bay,37385560,-121997630,2020-02-20,2019-01-23,,2,0,2020-03-04 12:49:45,2020-03-04 13:02:45,siliconvalley2fom@ih-corp.com,0
T064-03_M047,3559176_Z-006_2020-03-04,M047,Reynan,Mendoza SB,4781,Makaylas (Santa Clara/Aldo),890 Aldo Ave,Santa Clara,95054,CA,CA04,South Bay,37382940,-121950020,2020-02-20,2020-02-05,,2,0,2020-03-04 13:16:46,2020-03-04 13:32:46,10AM access,0
T064-04_M047,320772_M047_2020-02-20,M047,Reynan,Mendoza SB,9078,Curry Up Now (San Jose/Zanker),3250 Zanker Rd 30,San Jose,95134,CA,CA04,South Bay,37401851,-121933251,2020-02-20,2019-01-24,,2,0,2020-02-20 08:09:00,2020-02-20 08:27:00,Access at 10AM Please collect email,0
T064-04_M047,125289_M047_2020-02-20,M047,Reynan,Mendoza SB,8020,Faz (San Jose/E Tasman),181 E Tasman Avenue,San Jose,95134,CA,CA04,South Bay,37412809,-121938228,2020-02-20,2019-12-12,,2,0,2020-02-20 08:34:28,2020-02-20 09:06:28,Weekends CLOSED,0
T064-04_M047,3582891_M047_2020-02-20,M047,Reynan,Mendoza SB,4156,Round Table (San Jose/N 1st),3730 N 1St St,San Jose,95134,CA,CA04,South Bay,37410860,-121946020,2020-02-20,2019-01-24,,2,0,2020-02-20 09:13:42,2020-02-20 09:38:42,,0
T064-04_M047,13229_M047_2020-02-20,M047,Reynan,Mendoza SB,2855,Hyatt Hotel (San Jose/Headquarters),75 Headquarters Dr,San Jose,95134,CA,CA04,South Bay,37415970,-121953120,2020-02-20,2019-12-12,,2,0,2020-02-20 09:45:23,2020-02-20 10:05:23,,0
T064-04_M047,14409_M047_2020-02-20,M047,Reynan,Mendoza SB,4027,Rok Steakhouse (San Jose/N 1st),4130 N 1St St,San Jose,95134,CA,CA04,South Bay,37415464,-121954256,2020-02-20,2019-01-24,,2,0,2020-02-20 10:10:42,2020-02-20 10:42:42,Please collect email,0
T064-04_M047,4041923_M047_2020-02-20,M047,Reynan,Mendoza SB,4543,Mayhouse (Sunnyvale/S Murphy),133 S Murphy Ave,Sunnyvale,94086,CA,CA04,South Bay,37377090,-122030290,2020-02-20,2020-01-23,,2,0,2020-02-20 11:02:41,2020-02-20 11:37:41,11am access,0
T064-04_M047,5704510_M047_2020-02-20,M047,Reynan,Mendoza SB,1117250,Homewood Suites (San Jose/N 1st),4315 N 1st St,San Jose,95134,CA,CA04,South Bay,37421161,-121963016,2020-02-20,2020-02-20,,2,0,2020-02-20 11:52:03,2020-02-20 12:37:11,,0
T064-04_M047,12674_M047_2020-02-20,M047,Reynan,Mendoza SB,2305,Courtyard By Marriot (San Jose/Holger),111 Holger Way,San Jose,95134,CA,CA04,South Bay,37418343,-121953877,2020-02-20,2019-01-24,,2,0,2020-02-20 12:44:22,2020-02-20 13:08:22,cy.sjcca.gm@marriott.com,0
T064-04_M047,12755_M047_2020-02-20,M047,Reynan,Mendoza SB,2384,DishDash Grill (Milpitas/Ranch),181 Ranch Dr,Milpitas,95035,CA,CA04,South Bay,37428970,-121919940,2020-02-20,2019-01-24,,2,0,2020-02-20 13:20:16,2020-02-20 14:08:16,sandra@dishdash.net,0
T064-04_M047,12700_M047_2020-02-20,M047,Reynan,Mendoza SB,2330,Crowne Plaza/Sevens (Milpitas/Bellew),777 Bellew Dr,Milpitas,95035,CA,CA04,South Bay,37422470,-121919650,2020-02-20,2019-01-24,,2,0,2020-02-20 14:16:38,2020-02-20 15:10:38,david.melara@ihg.com,0
T064-04_M047,12146_M047_2020-02-20,M047,Reynan,Mendoza SB,1782,Bellas Deli (Sunnyvale/Elko & Birchwood),1111 Elko Dr & Birchwood Dr,Sunnyvale,94089,CA,CA04,South Bay,37406820,-121995050,2020-02-20,2020-01-09,,2,0,2020-02-20 15:24:39,2020-02-20 15:59:39,Call Frank @ 240-888-6523 Tuesday only Saturday 12pm access,0
T064-04_M047,15156_M047_2020-03-05,M047,Reynan,Mendoza SB,4772,Vahls Restaurant & Cocktail (Alviso/El Dorado),1513 El Dorado St,Alviso,95002,CA,CA04,South Bay,37425799,-121977300,2020-02-20,2019-05-02,,4,0,2020-02-20 16:11:56,2020-02-20 16:26:56,Closed M & T Frank 408-262-0731,0
T064-05_M047,13439_M047_2020-02-21,M047,Reynan,Mendoza SB,3064,La Quinta Inn (San Jose/Seaboard),2585 Seaboard Ave,San Jose,95131,CA,CA04,South Bay,37378550,-121938590,2020-02-20,2019-04-19,,2,0,2020-02-21 04:38:00,2020-02-21 05:14:00,Manager onsite at 10am to unlock kegerator,0
T064-05_M047,3588912_M047_2020-02-21,M047,Reynan,Mendoza SB,4809,Vitos New York Trattoria (San Jose/Skyport Dr),90 Skyport Dr,San Jose,95110,CA,CA04,South Bay,37365150,-121915820,2020-02-20,2019-01-25,,2,0,2020-02-21 05:22:57,2020-02-21 05:57:57,,0
T064-05_M047,12177_M047_2020-02-21,M047,Reynan,Mendoza SB,1813,Biltmore Hotel & Suites (Santa Clara/Laurelwood),2151 Laurelwood Rd,Santa Clara,95054,CA,CA04,South Bay,37383400,-121961520,2020-02-20,2019-12-13,,2,0,2020-02-21 06:10:58,2020-02-21 07:38:58,,0
T064-05_M047,12953_M047_2020-02-21,M047,Reynan,Mendoza SB,2582,Fiorillos (Santa Clara/El Camino Real),638 El Camino Real,Santa Clara,95050,CA,CA04,South Bay,37354630,-121942000,2020-02-20,2020-01-10,,2,0,2020-02-21 07:50:33,2020-02-21 08:11:33,,0
T064-05_M047,1601662_M047_2020-02-21,M047,Reynan,Mendoza SB,1026101,Elcor Electric (Santa Clara/Bassett),3310 Bassett Street,Santa Clara,95054,CA,CA04,South Bay,37380930,-121950390,2020-02-20,2019-10-04,,2,0,2020-02-21 08:22:57,2020-02-21 08:39:57,Please clean and bill all IND lines at this account,0
T064-05_M047,1720229_M047_2020-02-21,M047,Reynan,Mendoza SB,1027060,Opa Authentic Greek Cuisine (Santa Clara/Augustine),2722 Augustine Drive,Santa Clara,95054,CA,CA04,South Bay,37382287,-121975530,2020-02-20,2019-12-13,,2,0,2020-02-21 08:50:22,2020-02-21 09:16:22,,0
T064-05_M047,1813336_M047_2020-02-21,M047,Reynan,Mendoza SB,1027325,City Beach Volleyball (Santa Clara/Mead),2911 Mead Avenue,Santa Clara,95051,CA,CA04,South Bay,37372050,-121979090,2020-02-20,2019-12-13,,2,0,2020-02-21 09:24:59,2020-02-21 09:45:59,,0
T064-05_M047,3559177_M047_2020-02-21,M047,Reynan,Mendoza SB,3104,Last Chance (Santa Clara/De La Cruz Blvd),3400 De La Cruz Blvd,Santa Clara,95054,CA,CA04,South Bay,37384310,-121944450,2020-02-20,2019-08-09,,2,0,2020-02-21 09:58:18,2020-02-21 10:31:18,10 am access,0
T064-05_M047,3608277_M047_2020-02-21,M047,Reynan,Mendoza SB,1049671,Nvidia Corporation (Santa Clara/San Tomas),2788 San Tomas Exp,Santa Clara,95051,CA,CA04,South Bay,37372624,-121965974,2020-02-20,2020-01-10,,2,0,2020-02-21 10:41:23,2020-02-21 11:34:23,Clean all Lines at this acct  - Billed to acct Host Name: Ian Canlas Saturday CLOSED,0
T064-05_M047,3571555_M047_2020-02-21,M047,Reynan,Mendoza SB,1615,American Legion (Santa Clara/Walsh),2120 Walsh Ave,Santa Clara,95050,CA,CA04,South Bay,37369010,-121962010,2020-02-20,2019-04-19,,2,0,2020-02-21 11:40:32,2020-02-21 12:05:32,,0
T064-06_M047,12104_M047_2020-02-24,M047,Reynan,Mendoza SB,1740,Bay 101 (San Jose/N 1st),1788 N 1st St,San Jose,95112,CA,CA04,South Bay,37371451,-121916659,2020-02-20,2020-02-24,,2,0,2020-02-24 05:00:00,2020-02-24 06:13:00,Start at the long draw because the short draw bar is not available for service until 6am.,0
T064-06_M047,96110_M047_2020-02-24,M047,Reynan,Mendoza SB,7597,Blach Construction Company (San Jose/Fortune),2040 Fortune Drive,San Jose,95131,CA,CA01,South Bay,37398460,-121895320,2020-02-20,2020-02-24,,2,0,2020-02-24 06:27:24,2020-02-24 06:48:24,Kegerator will be locked and the lock code is 3539,0
T064-06_M047,14098_M047_2020-02-24,M047,Reynan,Mendoza SB,3718,Patxis (San Jose/Zanker),3350 Zanker Rd,San Jose,95134,CA,CA04,South Bay,37403563,-121933801,2020-02-20,2020-02-24,,2,0,2020-02-24 07:06:13,2020-02-24 07:57:13,social@patxispizza.com Access 9-11am or 2pm,0
T064-06_M047,13188_M047_2020-02-24,M047,Reynan,Mendoza SB,2816,Homewood Suites (San Jose/Trimble),10 Trimble Ave,San Jose,95431,CA,CA04,South Bay,37385086,-121928666,2020-02-20,2020-02-24,,2,0,2020-02-24 08:07:52,2020-02-24 08:23:52,,0
T064-06_M047,3602635_M047_2020-02-24,M047,Reynan,Mendoza SB,15489,Dish N Dash (San Jose/N 1st),2551 N 1st St,San Jose,95131,CA,CA04,South Bay,37384450,-121927300,2020-02-20,2020-02-24,,2,0,2020-02-24 08:29:17,2020-02-24 09:32:17,,0
T064-06_M047,14253_M047_2020-02-24,M047,Reynan,Mendoza SB,3871,Premier Pizza #1 (San Jose/River Oaks),670 River Oaks Pky,San Jose,95134,CA,CA04,South Bay,37398060,-121923860,2020-02-20,2020-02-24,,2,0,2020-02-24 09:42:04,2020-02-24 10:04:04,Please collect email,0
T064-06_M047,3602636_M047_2020-02-24,M047,Reynan,Mendoza SB,5062,Grill Em Pizza (San Jose/Reynolds),497 Reynolds Circle,San Jose,95112,CA,CA04,South Bay,37370643,-121909734,2020-02-20,2020-02-24,,2,0,2020-02-24 10:15:57,2020-02-24 10:45:57,,0
T064-06_M047,3602637_M047_2020-02-24,M047,Reynan,Mendoza SB,4626,The Lobby Bar (Doubletree) (San Jose/Gateway),2050 Gateway Pl,San Jose,95110,CA,CA04,South Bay,37372160,-121922750,2020-02-20,2020-02-24,,2,0,2020-02-24 10:55:03,2020-02-24 11:53:03,,0
T064-06_M047,5775424_Z-006_2020-03-02,M047,Reynan,Mendoza SB,1117537,Hyatt House (San Jose/N 1st),2105 N 1st St,San Jose,95131,CA,CA04,South Bay,37374403,-121919317,2020-02-20,2020-02-03,,2,0,2020-02-24 11:55:28,2020-02-24 12:40:42,,0
T064-06_Z-006,5704495_Z-006_2020-02-24,Z-006,Not,Routed,1117242,Blast & Brew (San Jose/River Oaks),55 River Oaks Pl Ste 60,San Jose,95134,CA,CA04,South Bay,37401659,-121940488,2020-02-20,2020-02-24,,2,0,2020-02-24 07:58:00,2020-02-24 08:43:04,,0
T064-07_M047,13053_M047_2020-02-25,M047,Reynan,Mendoza SB,2682,Giovannis New York Pizza (Sunnyvale/N Lawrence),1127 N Lawrence Expy,Sunnyvale,94089,CA,CA04,South Bay,37396960,-121996980,2020-02-20,2019-01-29,,2,0,2020-02-25 07:13:00,2020-02-25 07:32:00,Please collect email,0
T064-07_M047,3602638_M047_2020-02-25,M047,Reynan,Mendoza SB,3789,Metro City (Sunnyvale/E Duane),919 E Duane Ave,Sunnyvale,94085,CA,CA04,South Bay,37389070,-122003990,2020-02-20,2020-02-11,,2,0,2020-02-25 07:40:52,2020-02-25 08:42:52,new access time 8AM,0
T064-07_M047,15398_M047_2020-02-25,M047,Reynan,Mendoza SB,4925,Illumio (Sunnyvale/Deguigne),920 Deguigne Dr,Sunnyvale,94085,CA,CA04,South Bay,37386214,-122006594,2020-02-20,2019-01-29,,2,0,2020-02-25 08:48:24,2020-02-25 09:15:24,Please collect email,0
T064-07_M047,14419_M047_2020-02-25,M047,Reynan,Mendoza SB,4037,Rooster T Feathers Comedy (Sunnyvale/W El Camino Real),157 W El Camino Real,Sunnyvale,94087,CA,CA04,South Bay,37368660,-122033600,2020-02-20,2019-01-29,,2,0,2020-02-25 09:27:34,2020-02-25 10:03:34,pump clean Call Chris when arrive to be let in Chris: 408-348-2795,0
T064-07_M047,3602639_M047_2020-02-25,M047,Reynan,Mendoza SB,9165,Boardwalk Burgers (Sunnyvale/Tasman),695 Tasman Drive,Sunnyvale,94089,CA,CA04,South Bay,37402711,-122008609,2020-02-20,2020-02-11,,2,0,2020-02-25 10:22:04,2020-02-25 11:31:04,9:30-10:30AM access,0
T064-07_M047,5642920_M047_2020-02-25,M047,Reynan,Mendoza SB,1116684,Zpizza (Sunnyvale/N Fair Oaks),1190 N Fair Oaks Ave,Sunnyvale,94089,CA,CA04,South Bay,37403893,-122009873,2020-02-20,2020-02-25,,2,0,2020-02-25 11:31:42,2020-02-25 12:16:52,,0
T064-07_M047,2222407_M047_2020-02-25,M047,Reynan,Mendoza SB,1034421,Una Mas Mexican Grill (Sunnyvale/Crossman Avenue),1200 Crossman Avenue,Sunnyvale,94089,CA,CA04,South Bay,37407350,-122010920,2020-02-20,2020-01-14,,2,0,2020-02-25 12:23:20,2020-02-25 12:46:20,,0
T064-07_M047,3571531_M047_2020-02-25,M047,Reynan,Mendoza SB,3116,Le Bon Modern Vietnamese (Sunnyvale/Persian Drive),1274 Persian Drive,Sunnyvale,94089,CA,CA01,South Bay,37406580,-121997660,2020-02-20,2019-01-29,,2,0,2020-02-25 12:54:35,2020-02-25 13:11:35,Do Not Clean Sapporo at this location,0
T064-07_M047,5673759_M047_2020-02-25,M047,Reynan,Mendoza SB,1117027,Big Ts Seafood (Sunnyvale/Tasman),1121 Tasman Dr,Sunnyvale,94089,CA,CA04,South Bay,37404170,-121994860,2020-02-20,2020-02-25,,2,0,2020-02-25 13:12:39,2020-02-25 13:57:55,access time is Monday-Thursday any time after 2:15pm,0
T064-07_M047,12669_M047_2020-02-25,M047,Reynan,Mendoza SB,2300,Radisson Hotel (Sunnyvale/Chesapeake),1300 Chesapeake Terrace,Sunnyvale,94089,CA,CA04,South Bay,37409710,-122002190,2020-02-20,2019-06-18,,2,0,2020-02-25 14:05:12,2020-02-25 14:33:12,,0
T064-07_M047,117273_M047_2020-02-25,M047,Reynan,Mendoza SB,7901,Aloft Santa Clara (San Jose/America Center),510 America Center Ct,San Jose,95002,CA,CA04,South Bay,37417993,-121976507,2020-02-20,2019-12-31,,2,0,2020-02-25 14:43:29,2020-02-25 15:21:29,,0
T064-08_M047,5704476_M047_2020-02-26,M047,Reynan,Mendoza SB,1117233,The Brit (San Jose/Airport),1701 Airport Blvd,San Jose,95110,CA,CA04,South Bay,37366480,-121925940,2020-02-20,2020-02-26,,2,0,2020-02-26 05:09:00,2020-02-26 05:54:04,,0
T064-08_M047,5704462_M047_2020-02-26,M047,Reynan,Mendoza SB,1117225,Esc-Pacific Gateway Conc (San Jose/Airport),1701 Airport Blvd,San Jose,95110,CA,CA04,South Bay,37366480,-121925940,2020-02-20,2020-02-26,,2,0,2020-02-26 05:54:04,2020-02-26 06:39:08,,0
T064-08_M047,201496_M047_2020-02-26,M047,Reynan,Mendoza SB,11261,Pizza My Heart (San Jose/Airport),1701 Airport Blvd.,San Jose,95110,CA,CA04,South Bay,37366480,-121925940,2020-02-20,2020-02-26,SJ Airport,2,0,2020-02-26 06:39:08,2020-02-26 06:54:08,1/10/17-Anheuser does NOT Distribute to this location - DO NOT clean Anheuser product per Khari from Anheuser **Please collect email**,0
T064-08_M047,12283_M047_2020-02-26,M047,Reynan,Mendoza SB,1916,Britannia Arms (San Jose/Airport),1661 Airport Blvd,San Jose,95110,CA,CA04,South Bay,37363980,-121922870,2020-02-20,2020-02-26,SJ Airport,2,0,2020-02-26 06:59:45,2020-02-26 07:57:45,Please collect email,0
T064-08_M047,3644450_M047_2020-02-26,M047,Reynan,Mendoza SB,2706,Gordon Biersch Restaurant (San Jose/Airport),1661 Airport Blvd,San Jose,95110,CA,CA04,South Bay,37363980,-121922870,2020-02-20,2020-02-26,,2,0,2020-02-26 07:57:45,2020-02-26 08:18:45,,0
T064-08_M047,3644380_M047_2020-02-26,M047,Reynan,Mendoza SB,8398,Access Point (San Jose/Airport),1701 Airport Blvd,San Jose,95110,CA,CA04,South Bay,37366480,-121925940,2020-02-20,2020-02-26,,2,0,2020-02-26 08:28:40,2020-02-26 08:43:40,,0
T064-08_M047,15107_M047_2020-02-26,M047,Reynan,Mendoza SB,4723,Tres Gringos (San Jose/Airport),1661 Airport Blvd,San Jose,95110,CA,CA04,South Bay,37363980,-121922870,2020-02-20,2020-02-26,,2,0,2020-02-26 08:49:17,2020-02-26 09:43:17,Please collect email,0
T064-08_M047,14650_M047_2020-02-26,M047,Reynan,Mendoza SB,4268,Sharks Cage #1 (San Jose/Airport),1661 Airport Blvd,San Jose,95110,CA,CA04,South Bay,37363980,-121922870,2020-02-20,2020-02-26,,2,0,2020-02-26 09:43:17,2020-02-26 10:03:17,Tues/Wed only,0
T064-08_M047,12625_M047_2020-02-26,M047,Reynan,Mendoza SB,2256,Club SJC A15 (San Jose/Airport),2065 Airport Blvd,San Jose,95110,CA,CA04,South Bay,37368425,-121928279,2020-02-20,2020-02-26,,2,0,2020-02-26 10:12:37,2020-02-26 10:30:37,Please collect email,0
T064-08_M047,14553_M047_2020-02-26,M047,Reynan,Mendoza SB,4171,Flames Eatery & Bar (San Jose/Airport),1701 Airport Boulevard,San Jose,95110,CA,CA04,South Bay,37366264,-121925918,2020-02-20,2020-02-26,,2,0,2020-02-26 10:36:26,2020-02-26 11:02:26,Please collect email,0
T064-08_M047,14589_M047_2020-02-26,M047,Reynan,Mendoza SB,4207,San Jose Joe's (San Jose/Airport),1661 Airport Blvd,San Jose,95110,CA,CA04,South Bay,37363980,-121922870,2020-02-20,2020-02-26,,2,0,2020-02-26 11:08:09,2020-02-26 11:40:09,Please collect email,0
